,Category,Citation Category,Year,Count
1758,Graphics and Computer-Aided Design,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2010,8
1759,Graphics and Computer-Aided Design,"Computational Theory, Algorithms and Mathematics",2010,100
1760,Graphics and Computer-Aided Design,Graphics and Computer-Aided Design,2010,1052
1761,Graphics and Computer-Aided Design,"Hardware, Power and Energy",2010,11
1762,Graphics and Computer-Aided Design,Human Computer Interaction,2010,100
1763,Graphics and Computer-Aided Design,Networks and Communications,2010,8
1764,Graphics and Computer-Aided Design,Security and Privacy,2010,3
1765,Graphics and Computer-Aided Design,Society and the Computing Profession,2010,7
1766,Graphics and Computer-Aided Design,Software Engineering and Programming Languages,2010,27
1767,Graphics and Computer-Aided Design,"Web, Mobile and Multimedia Technologies",2010,5
1768,"Hardware, Power and Energy","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2010,49
1769,"Hardware, Power and Energy","Architecture, Embedded Systems and Electronics, Robotics",2010,223
1770,"Hardware, Power and Energy","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2010,111
1771,"Hardware, Power and Energy","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2010,66
1772,"Hardware, Power and Energy","Computational Theory, Algorithms and Mathematics",2010,34
1773,"Hardware, Power and Energy",Graphics and Computer-Aided Design,2010,4
1774,"Hardware, Power and Energy","Hardware, Power and Energy",2010,728
1775,"Hardware, Power and Energy",Human Computer Interaction,2010,19
1776,"Hardware, Power and Energy",Networks and Communications,2010,120
1777,"Hardware, Power and Energy",Security and Privacy,2010,26
1778,"Hardware, Power and Energy",Society and the Computing Profession,2010,14
1779,"Hardware, Power and Energy",Software Engineering and Programming Languages,2010,231
1780,"Hardware, Power and Energy","Web, Mobile and Multimedia Technologies",2010,9
1781,Human Computer Interaction,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2010,102
1782,Human Computer Interaction,"Architecture, Embedded Systems and Electronics, Robotics",2010,20
1783,Human Computer Interaction,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2010,57
1784,Human Computer Interaction,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2010,107
1785,Human Computer Interaction,"Computational Theory, Algorithms and Mathematics",2010,15
1786,Human Computer Interaction,Graphics and Computer-Aided Design,2010,49
1787,Human Computer Interaction,"Hardware, Power and Energy",2010,25
1788,Human Computer Interaction,Human Computer Interaction,2010,732
1789,Human Computer Interaction,Networks and Communications,2010,14
1790,Human Computer Interaction,Security and Privacy,2010,13
1791,Human Computer Interaction,Society and the Computing Profession,2010,118
1792,Human Computer Interaction,Software Engineering and Programming Languages,2010,46
1793,Human Computer Interaction,"Web, Mobile and Multimedia Technologies",2010,37
1794,Networks and Communications,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2010,13
1795,Networks and Communications,"Architecture, Embedded Systems and Electronics, Robotics",2010,110
1796,Networks and Communications,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2010,18
1797,Networks and Communications,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2010,30
1798,Networks and Communications,"Computational Theory, Algorithms and Mathematics",2010,43
1799,Networks and Communications,Graphics and Computer-Aided Design,2010,7
1800,Networks and Communications,"Hardware, Power and Energy",2010,95
1801,Networks and Communications,Human Computer Interaction,2010,11
1802,Networks and Communications,Networks and Communications,2010,1237
1803,Networks and Communications,Security and Privacy,2010,28
1804,Networks and Communications,Society and the Computing Profession,2010,7
1805,Networks and Communications,Software Engineering and Programming Languages,2010,174
1806,Networks and Communications,"Web, Mobile and Multimedia Technologies",2010,14
1807,Security and Privacy,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2010,29
1808,Security and Privacy,"Architecture, Embedded Systems and Electronics, Robotics",2010,38
1809,Security and Privacy,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2010,19
1810,Security and Privacy,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2010,145
1811,Security and Privacy,"Computational Theory, Algorithms and Mathematics",2010,60
1812,Security and Privacy,Graphics and Computer-Aided Design,2010,4
1813,Security and Privacy,"Hardware, Power and Energy",2010,42
1814,Security and Privacy,Human Computer Interaction,2010,41
1815,Security and Privacy,Networks and Communications,2010,102
1816,Security and Privacy,Security and Privacy,2010,552
1817,Security and Privacy,Society and the Computing Profession,2010,171
1818,Security and Privacy,Software Engineering and Programming Languages,2010,148
1819,Security and Privacy,"Web, Mobile and Multimedia Technologies",2010,24
1820,Society and the Computing Profession,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2010,60
1821,Society and the Computing Profession,"Architecture, Embedded Systems and Electronics, Robotics",2010,25
1822,Society and the Computing Profession,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2010,28
1823,Society and the Computing Profession,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2010,19
1824,Society and the Computing Profession,"Computational Theory, Algorithms and Mathematics",2010,13
1825,Society and the Computing Profession,Graphics and Computer-Aided Design,2010,12
1826,Society and the Computing Profession,"Hardware, Power and Energy",2010,22
1827,Society and the Computing Profession,Human Computer Interaction,2010,98
1828,Society and the Computing Profession,Networks and Communications,2010,19
1829,Society and the Computing Profession,Security and Privacy,2010,27
1830,Society and the Computing Profession,Society and the Computing Profession,2010,324
1831,Society and the Computing Profession,Software Engineering and Programming Languages,2010,128
1832,Society and the Computing Profession,"Web, Mobile and Multimedia Technologies",2010,11
1833,Software Engineering and Programming Languages,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2010,22
1834,Software Engineering and Programming Languages,"Architecture, Embedded Systems and Electronics, Robotics",2010,170
1835,Software Engineering and Programming Languages,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2010,19
1836,Software Engineering and Programming Languages,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2010,123
1837,Software Engineering and Programming Languages,"Computational Theory, Algorithms and Mathematics",2010,96
1838,Software Engineering and Programming Languages,Graphics and Computer-Aided Design,2010,26
1839,Software Engineering and Programming Languages,"Hardware, Power and Energy",2010,107
1840,Software Engineering and Programming Languages,Human Computer Interaction,2010,24
1841,Software Engineering and Programming Languages,Networks and Communications,2010,113
1842,Software Engineering and Programming Languages,Security and Privacy,2010,36
1843,Software Engineering and Programming Languages,Society and the Computing Profession,2010,46
1844,Software Engineering and Programming Languages,Software Engineering and Programming Languages,2010,832
1845,Software Engineering and Programming Languages,"Web, Mobile and Multimedia Technologies",2010,9
1846,"Web, Mobile and Multimedia Technologies","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2010,31
1847,"Web, Mobile and Multimedia Technologies","Architecture, Embedded Systems and Electronics, Robotics",2010,26
1848,"Web, Mobile and Multimedia Technologies","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2010,34
1849,"Web, Mobile and Multimedia Technologies","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2010,112
1850,"Web, Mobile and Multimedia Technologies","Computational Theory, Algorithms and Mathematics",2010,18
1851,"Web, Mobile and Multimedia Technologies",Graphics and Computer-Aided Design,2010,12
1852,"Web, Mobile and Multimedia Technologies","Hardware, Power and Energy",2010,9
1853,"Web, Mobile and Multimedia Technologies",Human Computer Interaction,2010,75
1854,"Web, Mobile and Multimedia Technologies",Networks and Communications,2010,47
1855,"Web, Mobile and Multimedia Technologies",Security and Privacy,2010,25
1856,"Web, Mobile and Multimedia Technologies",Society and the Computing Profession,2010,23
1857,"Web, Mobile and Multimedia Technologies",Software Engineering and Programming Languages,2010,60
1858,"Web, Mobile and Multimedia Technologies","Web, Mobile and Multimedia Technologies",2010,79
1859,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2011,133
1860,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Architecture, Embedded Systems and Electronics, Robotics",2011,33
1861,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2011,52
1862,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2011,100
1863,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Computational Theory, Algorithms and Mathematics",2011,60
1864,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Graphics and Computer-Aided Design,2011,74
1865,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Hardware, Power and Energy",2011,50
1866,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Human Computer Interaction,2011,125
1867,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Networks and Communications,2011,34
1868,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Security and Privacy,2011,28
1869,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Society and the Computing Profession,2011,71
1870,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Software Engineering and Programming Languages,2011,56
1871,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Web, Mobile and Multimedia Technologies",2011,28
1872,"Architecture, Embedded Systems and Electronics, Robotics","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2011,29
1873,"Architecture, Embedded Systems and Electronics, Robotics","Architecture, Embedded Systems and Electronics, Robotics",2011,563
1874,"Architecture, Embedded Systems and Electronics, Robotics","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2011,26
1875,"Architecture, Embedded Systems and Electronics, Robotics","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2011,98
1876,"Architecture, Embedded Systems and Electronics, Robotics","Computational Theory, Algorithms and Mathematics",2011,61
1877,"Architecture, Embedded Systems and Electronics, Robotics",Graphics and Computer-Aided Design,2011,26
1878,"Architecture, Embedded Systems and Electronics, Robotics","Hardware, Power and Energy",2011,303
1879,"Architecture, Embedded Systems and Electronics, Robotics",Human Computer Interaction,2011,17
1880,"Architecture, Embedded Systems and Electronics, Robotics",Networks and Communications,2011,171
1881,"Architecture, Embedded Systems and Electronics, Robotics",Security and Privacy,2011,42
1882,"Architecture, Embedded Systems and Electronics, Robotics",Society and the Computing Profession,2011,28
1883,"Architecture, Embedded Systems and Electronics, Robotics",Software Engineering and Programming Languages,2011,585
1884,"Architecture, Embedded Systems and Electronics, Robotics","Web, Mobile and Multimedia Technologies",2011,3
1885,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2011,60
1886,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Architecture, Embedded Systems and Electronics, Robotics",2011,17
1887,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2011,441
1888,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2011,139
1889,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Computational Theory, Algorithms and Mathematics",2011,89
1890,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Graphics and Computer-Aided Design,2011,281
1891,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Hardware, Power and Energy",2011,143
1892,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Human Computer Interaction,2011,77
1893,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Networks and Communications,2011,28
1894,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Security and Privacy,2011,11
1895,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Society and the Computing Profession,2011,20
1896,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",Software Engineering and Programming Languages,2011,12
1897,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing","Web, Mobile and Multimedia Technologies",2011,10
1898,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2011,85
1899,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Architecture, Embedded Systems and Electronics, Robotics",2011,63
1900,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2011,230
1901,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2011,1153
1902,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Computational Theory, Algorithms and Mathematics",2011,122
1903,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Graphics and Computer-Aided Design,2011,16
1904,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Hardware, Power and Energy",2011,46
1905,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Human Computer Interaction,2011,106
1906,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Networks and Communications,2011,31
1907,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Security and Privacy,2011,21
1908,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Society and the Computing Profession,2011,37
1909,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",Software Engineering and Programming Languages,2011,166
1910,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science","Web, Mobile and Multimedia Technologies",2011,37
1911,"Computational Theory, Algorithms and Mathematics","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2011,39
1912,"Computational Theory, Algorithms and Mathematics","Architecture, Embedded Systems and Electronics, Robotics",2011,32
1913,"Computational Theory, Algorithms and Mathematics","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2011,91
1914,"Computational Theory, Algorithms and Mathematics","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2011,108
1915,"Computational Theory, Algorithms and Mathematics","Computational Theory, Algorithms and Mathematics",2011,422
1916,"Computational Theory, Algorithms and Mathematics",Graphics and Computer-Aided Design,2011,222
1917,"Computational Theory, Algorithms and Mathematics","Hardware, Power and Energy",2011,34
1918,"Computational Theory, Algorithms and Mathematics",Human Computer Interaction,2011,11
1919,"Computational Theory, Algorithms and Mathematics",Networks and Communications,2011,41
1920,"Computational Theory, Algorithms and Mathematics",Security and Privacy,2011,33
1921,"Computational Theory, Algorithms and Mathematics",Society and the Computing Profession,2011,9
1922,"Computational Theory, Algorithms and Mathematics",Software Engineering and Programming Languages,2011,234
1923,"Computational Theory, Algorithms and Mathematics","Web, Mobile and Multimedia Technologies",2011,16
1924,Graphics and Computer-Aided Design,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2011,35
1925,Graphics and Computer-Aided Design,"Architecture, Embedded Systems and Electronics, Robotics",2011,29
1926,Graphics and Computer-Aided Design,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2011,272
1927,Graphics and Computer-Aided Design,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2011,9
1928,Graphics and Computer-Aided Design,"Computational Theory, Algorithms and Mathematics",2011,52
1929,Graphics and Computer-Aided Design,Graphics and Computer-Aided Design,2011,980
1930,Graphics and Computer-Aided Design,"Hardware, Power and Energy",2011,12
1931,Graphics and Computer-Aided Design,Human Computer Interaction,2011,86
1932,Graphics and Computer-Aided Design,Networks and Communications,2011,1
1933,Graphics and Computer-Aided Design,Security and Privacy,2011,2
1934,Graphics and Computer-Aided Design,Society and the Computing Profession,2011,9
1935,Graphics and Computer-Aided Design,Software Engineering and Programming Languages,2011,23
1936,Graphics and Computer-Aided Design,"Web, Mobile and Multimedia Technologies",2011,11
1937,"Hardware, Power and Energy","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2011,47
1938,"Hardware, Power and Energy","Architecture, Embedded Systems and Electronics, Robotics",2011,194
1939,"Hardware, Power and Energy","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2011,93
1940,"Hardware, Power and Energy","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2011,59
1941,"Hardware, Power and Energy","Computational Theory, Algorithms and Mathematics",2011,45
1942,"Hardware, Power and Energy",Graphics and Computer-Aided Design,2011,10
1943,"Hardware, Power and Energy","Hardware, Power and Energy",2011,741
1944,"Hardware, Power and Energy",Human Computer Interaction,2011,14
1945,"Hardware, Power and Energy",Networks and Communications,2011,106
1946,"Hardware, Power and Energy",Security and Privacy,2011,31
1947,"Hardware, Power and Energy",Society and the Computing Profession,2011,23
1948,"Hardware, Power and Energy",Software Engineering and Programming Languages,2011,179
1949,"Hardware, Power and Energy","Web, Mobile and Multimedia Technologies",2011,8
1950,Human Computer Interaction,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2011,78
1951,Human Computer Interaction,"Architecture, Embedded Systems and Electronics, Robotics",2011,25
1952,Human Computer Interaction,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2011,77
1953,Human Computer Interaction,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2011,166
1954,Human Computer Interaction,"Computational Theory, Algorithms and Mathematics",2011,23
1955,Human Computer Interaction,Graphics and Computer-Aided Design,2011,62
1956,Human Computer Interaction,"Hardware, Power and Energy",2011,11
1957,Human Computer Interaction,Human Computer Interaction,2011,748
1958,Human Computer Interaction,Networks and Communications,2011,13
1959,Human Computer Interaction,Security and Privacy,2011,15
1960,Human Computer Interaction,Society and the Computing Profession,2011,101
1961,Human Computer Interaction,Software Engineering and Programming Languages,2011,68
1962,Human Computer Interaction,"Web, Mobile and Multimedia Technologies",2011,51
1963,Networks and Communications,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2011,18
1964,Networks and Communications,"Architecture, Embedded Systems and Electronics, Robotics",2011,120
1965,Networks and Communications,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2011,9
1966,Networks and Communications,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2011,32
1967,Networks and Communications,"Computational Theory, Algorithms and Mathematics",2011,45
1968,Networks and Communications,Graphics and Computer-Aided Design,2011,1
1969,Networks and Communications,"Hardware, Power and Energy",2011,101
1970,Networks and Communications,Human Computer Interaction,2011,12
1971,Networks and Communications,Networks and Communications,2011,1187
1972,Networks and Communications,Security and Privacy,2011,37
1973,Networks and Communications,Society and the Computing Profession,2011,9
1974,Networks and Communications,Software Engineering and Programming Languages,2011,175
1975,Networks and Communications,"Web, Mobile and Multimedia Technologies",2011,11
1976,Security and Privacy,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2011,45
1977,Security and Privacy,"Architecture, Embedded Systems and Electronics, Robotics",2011,44
1978,Security and Privacy,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2011,46
1979,Security and Privacy,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2011,98
1980,Security and Privacy,"Computational Theory, Algorithms and Mathematics",2011,51
1981,Security and Privacy,Graphics and Computer-Aided Design,2011,1
1982,Security and Privacy,"Hardware, Power and Energy",2011,36
1983,Security and Privacy,Human Computer Interaction,2011,44
1984,Security and Privacy,Networks and Communications,2011,67
1985,Security and Privacy,Security and Privacy,2011,531
1986,Security and Privacy,Society and the Computing Profession,2011,154
1987,Security and Privacy,Software Engineering and Programming Languages,2011,170
1988,Security and Privacy,"Web, Mobile and Multimedia Technologies",2011,34
1989,Society and the Computing Profession,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2011,51
1990,Society and the Computing Profession,"Architecture, Embedded Systems and Electronics, Robotics",2011,24
1991,Society and the Computing Profession,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2011,27
1992,Society and the Computing Profession,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2011,40
1993,Society and the Computing Profession,"Computational Theory, Algorithms and Mathematics",2011,14
1994,Society and the Computing Profession,Graphics and Computer-Aided Design,2011,10
1995,Society and the Computing Profession,"Hardware, Power and Energy",2011,20
1996,Society and the Computing Profession,Human Computer Interaction,2011,81
1997,Society and the Computing Profession,Networks and Communications,2011,43
1998,Society and the Computing Profession,Security and Privacy,2011,19
1999,Society and the Computing Profession,Society and the Computing Profession,2011,246
2000,Society and the Computing Profession,Software Engineering and Programming Languages,2011,167
2001,Society and the Computing Profession,"Web, Mobile and Multimedia Technologies",2011,13
2002,Software Engineering and Programming Languages,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2011,31
2003,Software Engineering and Programming Languages,"Architecture, Embedded Systems and Electronics, Robotics",2011,229
2004,Software Engineering and Programming Languages,"Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2011,18
2005,Software Engineering and Programming Languages,"Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2011,83
2006,Software Engineering and Programming Languages,"Computational Theory, Algorithms and Mathematics",2011,99
2007,Software Engineering and Programming Languages,Graphics and Computer-Aided Design,2011,31
2008,Software Engineering and Programming Languages,"Hardware, Power and Energy",2011,119
2009,Software Engineering and Programming Languages,Human Computer Interaction,2011,37
2010,Software Engineering and Programming Languages,Networks and Communications,2011,88
2011,Software Engineering and Programming Languages,Security and Privacy,2011,31
2012,Software Engineering and Programming Languages,Society and the Computing Profession,2011,65
2013,Software Engineering and Programming Languages,Software Engineering and Programming Languages,2011,1036
2014,Software Engineering and Programming Languages,"Web, Mobile and Multimedia Technologies",2011,13
2015,"Web, Mobile and Multimedia Technologies","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2011,49
2016,"Web, Mobile and Multimedia Technologies","Architecture, Embedded Systems and Electronics, Robotics",2011,17
2017,"Web, Mobile and Multimedia Technologies","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2011,32
2018,"Web, Mobile and Multimedia Technologies","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2011,118
2019,"Web, Mobile and Multimedia Technologies","Computational Theory, Algorithms and Mathematics",2011,28
2020,"Web, Mobile and Multimedia Technologies",Graphics and Computer-Aided Design,2011,9
2021,"Web, Mobile and Multimedia Technologies","Hardware, Power and Energy",2011,18
2022,"Web, Mobile and Multimedia Technologies",Human Computer Interaction,2011,91
2023,"Web, Mobile and Multimedia Technologies",Networks and Communications,2011,39
2024,"Web, Mobile and Multimedia Technologies",Security and Privacy,2011,23
2025,"Web, Mobile and Multimedia Technologies",Society and the Computing Profession,2011,33
2026,"Web, Mobile and Multimedia Technologies",Software Engineering and Programming Languages,2011,64
2027,"Web, Mobile and Multimedia Technologies","Web, Mobile and Multimedia Technologies",2011,81
2028,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2012,255
2029,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Architecture, Embedded Systems and Electronics, Robotics",2012,53
2030,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2012,98
2031,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2012,175
2032,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Computational Theory, Algorithms and Mathematics",2012,118
2033,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Graphics and Computer-Aided Design,2012,38
2034,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Hardware, Power and Energy",2012,141
2035,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Human Computer Interaction,2012,168
2036,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Networks and Communications,2012,29
2037,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Security and Privacy,2012,30
2038,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Society and the Computing Profession,2012,55
2039,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",Software Engineering and Programming Languages,2012,66
2040,"Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment","Web, Mobile and Multimedia Technologies",2012,55
2041,"Architecture, Embedded Systems and Electronics, Robotics","Applied Computing. Industry+Business, Physical Sciences, Life Sciences, Education, Law, Forensics, Arts+Humanities, Entertainment",2012,35
2042,"Architecture, Embedded Systems and Electronics, Robotics","Architecture, Embedded Systems and Electronics, Robotics",2012,556
2043,"Architecture, Embedded Systems and Electronics, Robotics","Artificial Intelligence, Machine Learning, Computer Vision, Natural language processing",2012,29
2044,"Architecture, Embedded Systems and Electronics, Robotics","Information Systems, Search, Information Retrieval, Database Systems, Data Mining, Data Science",2012,150
2045,"Architecture, Embedded Systems and Electronics, Robotics","Computational Theory, Algorithms and Mathematics",2012,61
2046,"Architecture, Embedded Systems and Electronics, Robotics",Graphics and Computer-Aided Design,2012,37
2047,"Architecture, Embedded Systems and Electronics, Robotics","Hardware, Power and Energy",2012,279
2048,"Architecture, Embedded Systems and Electronics, Robotics",Human Computer Interaction,2012,36
2049,"Architecture, Embedded Systems and Electronics, Robotics",Networks and Communications,2012,208
2050,"Architecture, Embedded Systems and Electronics, Robotics",Security and Privacy,2012,31
2051,"Architecture, Embedded Systems and Electronics, Robotics",Society and the Computing Profession,2012,27
2052,"Architecture, Embedded Systems and Electronics, Robotics",Software Engineering and Programming Languages,2012,552
